comment_id,post_id,from_id,from_name,created_time,message,like_count
6_9,6,user_98,Utilisateur_25,2024-12-17 14:03:14,On est tous avec vous !,28
6_10,6,user_52,Utilisateur_19,2024-12-17 14:22:14,Des nouvelles sur la situation ?,75
7_1,7,user_59,Utilisateur_86,2024-12-09 07:58:14,Des photos de la zone impactée ?,51
7_2,7,user_28,Utilisateur_70,2024-12-09 07:36:14,Où se trouve ce point d'eau ?,72
7_3,7,user_40,Utilisateur_72,2024-12-09 07:16:14,Des nouvelles sur la situation ?,90
7_4,7,user_47,Utilisateur_52,2024-12-09 08:30:14,Où se trouve ce point d'eau ?,78
7_5,7,user_92,Utilisateur_10,2024-12-09 08:14:14,On espère que tout va bien pour vous,10
8_1,8,user_80,Utilisateur_10,2024-12-05 19:13:14,On est tous avec vous !,5
8_2,8,user_49,Utilisateur_9,2024-12-05 20:49:14,On a besoin d'aide ici aussi !,1
8_3,8,user_91,Utilisateur_19,2024-12-05 19:11:14,Courage à toutes les familles,60
8_4,8,user_17,Utilisateur_61,2024-12-05 20:51:14,On a besoin d'aide ici aussi !,68
8_5,8,user_66,Utilisateur_23,2024-12-05 19:51:14,Attention aux fausses informations,93
8_6,8,user_55,Utilisateur_2,2024-12-05 20:25:14,Des nouvelles sur la situation ?,3
8_7,8,user_20,Utilisateur_57,2024-12-05 19:51:14,Des nouvelles sur la situation ?,92
8_8,8,user_97,Utilisateur_84,2024-12-05 20:34:14,Des photos de la zone impactée ?,74
8_9,8,user_56,Utilisateur_92,2024-12-05 19:42:14,On espère que tout va bien pour vous,40
8_10,8,user_73,Utilisateur_87,2024-12-05 20:25:14,On espère que tout va bien pour vous,53
8_11,8,user_96,Utilisateur_27,2024-12-05 19:57:14,Merci pour votre soutien,40
8_12,8,user_16,Utilisateur_65,2024-12-05 20:14:14,On espère que tout va bien pour vous,51
8_13,8,user_56,Utilisateur_54,2024-12-05 19:28:14,Attention aux fausses informations,77
8_14,8,user_34,Utilisateur_56,2024-12-05 19:22:14,Merci pour votre soutien,84
9_1,9,user_88,Utilisateur_48,2024-11-25 01:25:14,On a besoin d'aide ici aussi !,67
9_2,9,user_10,Utilisateur_39,2024-11-25 00:29:14,On est tous avec vous !,2
9_3,9,user_21,Utilisateur_1,2024-11-25 00:11:14,Merci pour l'information,25
9_4,9,user_84,Utilisateur_61,2024-11-25 01:18:14,Merci pour l'information,100
9_5,9,user_9,Utilisateur_81,2024-11-25 01:11:14,Des photos de la zone impactée ?,62
9_6,9,user_61,Utilisateur_50,2024-11-25 00:49:14,On espère que tout va bien pour vous,80
9_7,9,user_37,Utilisateur_35,2024-11-25 00:13:14,On espère que tout va bien pour vous,88
9_8,9,user_76,Utilisateur_21,2024-11-24 23:57:14,Courage à toutes les familles,65
10_1,10,user_52,Utilisateur_9,2024-11-24 13:16:14,Courage à toutes les familles,94
10_2,10,user_87,Utilisateur_86,2024-11-24 11:23:14,Courage à toutes les familles,80
10_3,10,user_94,Utilisateur_82,2024-11-24 11:22:14,Des photos de la zone impactée ?,93
10_4,10,user_19,Utilisateur_6,2024-11-24 11:34:14,Attention aux fausses informations,99
10_5,10,user_10,Utilisateur_7,2024-11-24 11:43:14,Des nouvelles sur la situation ?,63
10_6,10,user_64,Utilisateur_63,2024-11-24 12:35:14,Merci pour votre soutien,28
10_7,10,user_58,Utilisateur_23,2024-11-24 12:07:14,Merci pour l'information,95
10_8,10,user_78,Utilisateur_32,2024-11-24 13:14:14,On espère que tout va bien pour vous,94
10_9,10,user_21,Utilisateur_37,2024-11-24 12:27:14,Merci pour votre soutien,31
10_10,10,user_74,Utilisateur_99,2024-11-24 12:34:14,On a besoin d'aide ici aussi !,19
10_11,10,user_11,Utilisateur_6,2024-11-24 12:51:14,Des nouvelles sur la situation ?,47
10_12,10,user_37,Utilisateur_59,2024-11-24 11:47:14,On a besoin d'aide ici aussi !,35
10_13,10,user_75,Utilisateur_15,2024-11-24 11:41:14,Des photos de la zone impactée ?,66
10_14,10,user_71,Utilisateur_46,2024-11-24 12:29:14,On espère que tout va bien pour vous,12
10_15,10,user_82,Utilisateur_69,2024-11-24 12:18:14,Des nouvelles sur la situation ?,60
11_1,11,user_77,Utilisateur_52,2024-11-21 12:33:14,Courage à toutes les familles,44
11_2,11,user_3,Utilisateur_13,2024-11-21 12:00:14,On est tous avec vous !,56
11_3,11,user_1,Utilisateur_63,2024-11-21 12:26:14,Des nouvelles sur la situation ?,65
11_4,11,user_14,Utilisateur_37,2024-11-21 12:41:14,Courage à toutes les familles,88
11_5,11,user_23,Utilisateur_62,2024-11-21 13:21:14,On espère que tout va bien pour vous,23
11_6,11,user_40,Utilisateur_23,2024-11-21 13:24:14,Attention aux fausses informations,94
11_7,11,user_24,Utilisateur_59,2024-11-21 12:27:14,Des nouvelles sur la situation ?,50
11_8,11,user_46,Utilisateur_94,2024-11-21 13:02:14,Des nouvelles sur la situation ?,38
11_9,11,user_89,Utilisateur_25,2024-11-21 12:04:14,Des photos de la zone impactée ?,19
11_10,11,user_20,Utilisateur_90,2024-11-21 12:02:14,On espère que tout va bien pour vous,61
11_11,11,user_55,Utilisateur_90,2024-11-21 11:50:14,On a besoin d'aide ici aussi !,30
11_12,11,user_31,Utilisateur_28,2024-11-21 11:51:14,On a besoin d'aide ici aussi !,64
11_13,11,user_62,Utilisateur_71,2024-11-21 12:39:14,Attention aux fausses informations,79
11_14,11,user_77,Utilisateur_84,2024-11-21 12:22:14,On a besoin d'aide ici aussi !,84
11_15,11,user_45,Utilisateur_46,2024-11-21 12:25:14,Merci pour l'information,99
11_16,11,user_31,Utilisateur_45,2024-11-21 12:35:14,On est tous avec vous !,84
11_17,11,user_40,Utilisateur_59,2024-11-21 11:48:14,Où se trouve ce point d'eau ?,14
11_18,11,user_57,Utilisateur_21,2024-11-21 12:33:14,On est tous avec vous !,9
11_19,11,user_22,Utilisateur_53,2024-11-21 11:48:14,Des nouvelles sur la situation ?,39
12_1,12,user_20,Utilisateur_65,2024-11-20 03:12:14,Où se trouve ce point d'eau ?,2
12_2,12,user_76,Utilisateur_72,2024-11-20 03:03:14,Merci pour l'information,44
13_1,13,user_10,Utilisateur_77,2024-11-23 04:00:14,Des nouvelles sur la situation ?,87
13_2,13,user_64,Utilisateur_77,2024-11-23 03:17:14,On est tous avec vous !,86
13_3,13,user_90,Utilisateur_29,2024-11-23 03:28:14,Des nouvelles sur la situation ?,98
13_4,13,user_40,Utilisateur_39,2024-11-23 02:52:14,On est tous avec vous !,8
13_5,13,user_66,Utilisateur_58,2024-11-23 04:28:14,Où se trouve ce point d'eau ?,52
13_6,13,user_18,Utilisateur_10,2024-11-23 03:21:14,Courage à toutes les familles,43
13_7,13,user_13,Utilisateur_56,2024-11-23 03:31:14,Des photos de la zone impactée ?,95
13_8,13,user_60,Utilisateur_47,2024-11-23 04:14:14,On est tous avec vous !,67
13_9,13,user_95,Utilisateur_48,2024-11-23 03:30:14,On est tous avec vous !,61
13_10,13,user_28,Utilisateur_22,2024-11-23 03:46:14,Merci pour votre soutien,25
14_1,14,user_23,Utilisateur_84,2024-11-30 09:22:14,Merci pour votre soutien,5
14_2,14,user_60,Utilisateur_41,2024-11-30 09:28:14,On est tous avec vous !,71
14_3,14,user_54,Utilisateur_89,2024-11-30 07:56:14,On est tous avec vous !,64
14_4,14,user_71,Utilisateur_98,2024-11-30 09:38:14,Merci pour l'information,93
14_5,14,user_46,Utilisateur_86,2024-11-30 08:17:14,Courage à toutes les familles,65
14_6,14,user_75,Utilisateur_38,2024-11-30 08:51:14,Courage à toutes les familles,47
14_7,14,user_25,Utilisateur_4,2024-11-30 08:12:14,Attention aux fausses informations,78
14_8,14,user_39,Utilisateur_6,2024-11-30 08:16:14,Des photos de la zone impactée ?,97
14_9,14,user_60,Utilisateur_73,2024-11-30 08:43:14,Des photos de la zone impactée ?,21
14_10,14,user_94,Utilisateur_31,2024-11-30 08:44:14,Courage à toutes les familles,4
14_11,14,user_81,Utilisateur_6,2024-11-30 09:32:14,Où se trouve ce point d'eau ?,37
15_1,15,user_22,Utilisateur_11,2024-12-06 14:00:14,Des nouvelles sur la situation ?,11
15_2,15,user_53,Utilisateur_54,2024-12-06 14:13:14,On espère que tout va bien pour vous,3
15_3,15,user_20,Utilisateur_42,2024-12-06 13:40:14,On est tous avec vous !,60
15_4,15,user_85,Utilisateur_26,2024-12-06 14:09:14,Attention aux fausses informations,30
15_5,15,user_70,Utilisateur_7,2024-12-06 12:55:14,Courage à toutes les familles,6
15_6,15,user_37,Utilisateur_82,2024-12-06 13:57:14,On a besoin d'aide ici aussi !,75
15_7,15,user_20,Utilisateur_44,2024-12-06 13:19:14,On est tous avec vous !,92
15_8,15,user_29,Utilisateur_3,2024-12-06 12:49:14,Courage à toutes les familles,72
15_9,15,user_62,Utilisateur_33,2024-12-06 13:07:14,Merci pour votre soutien,24
15_10,15,user_27,Utilisateur_21,2024-12-06 13:16:14,Des photos de la zone impactée ?,100
15_11,15,user_99,Utilisateur_73,2024-12-06 12:41:14,On est tous avec vous !,30
15_12,15,user_48,Utilisateur_52,2024-12-06 14:22:14,Attention aux fausses informations,94
15_13,15,user_27,Utilisateur_88,2024-12-06 14:04:14,Où se trouve ce point d'eau ?,65
15_14,15,user_10,Utilisateur_87,2024-12-06 14:13:14,On est tous avec vous !,22
16_1,16,user_65,Utilisateur_2,2024-11-24 10:25:14,On espère que tout va bien pour vous,64
16_2,16,user_35,Utilisateur_60,2024-11-24 09:59:14,Courage à toutes les familles,94
16_3,16,user_18,Utilisateur_59,2024-11-24 09:42:14,Merci pour votre soutien,1
16_4,16,user_13,Utilisateur_74,2024-11-24 09:18:14,Des photos de la zone impactée ?,4
16_5,16,user_24,Utilisateur_26,2024-11-24 10:02:14,On espère que tout va bien pour vous,46
16_6,16,user_1,Utilisateur_46,2024-11-24 09:25:14,Merci pour votre soutien,65
16_7,16,user_53,Utilisateur_54,2024-11-24 09:37:14,Merci pour l'information,7
17_1,17,user_53,Utilisateur_85,2024-11-23 01:03:14,Des photos de la zone impactée ?,32
17_2,17,user_32,Utilisateur_81,2024-11-23 01:19:14,Courage à toutes les familles,92
17_3,17,user_46,Utilisateur_81,2024-11-23 01:50:14,Des photos de la zone impactée ?,82
18_1,18,user_13,Utilisateur_24,2024-11-30 03:07:14,On a besoin d'aide ici aussi !,11
18_2,18,user_82,Utilisateur_10,2024-11-30 03:56:14,Des photos de la zone impactée ?,82
18_3,18,user_41,Utilisateur_97,2024-11-30 04:53:14,On espère que tout va bien pour vous,12
18_4,18,user_68,Utilisateur_12,2024-11-30 04:35:14,Des photos de la zone impactée ?,7
18_5,18,user_36,Utilisateur_60,2024-11-30 03:09:14,Merci pour votre soutien,13
18_6,18,user_73,Utilisateur_39,2024-11-30 04:31:14,Où se trouve ce point d'eau ?,72
18_7,18,user_63,Utilisateur_42,2024-11-30 04:12:14,Attention aux fausses informations,45
18_8,18,user_15,Utilisateur_33,2024-11-30 04:39:14,Merci pour votre soutien,0
18_9,18,user_63,Utilisateur_57,2024-11-30 03:26:14,On est tous avec vous !,45
19_1,19,user_88,Utilisateur_77,2024-12-10 11:45:14,Merci pour votre soutien,17
20_1,20,user_22,Utilisateur_46,2024-12-04 14:37:14,On espère que tout va bien pour vous,6
20_2,20,user_31,Utilisateur_19,2024-12-04 15:14:14,On espère que tout va bien pour vous,3
20_3,20,user_75,Utilisateur_94,2024-12-04 16:06:14,Courage à toutes les familles,42
20_4,20,user_80,Utilisateur_86,2024-12-04 14:51:14,Des nouvelles sur la situation ?,2
20_5,20,user_8,Utilisateur_9,2024-12-04 15:26:14,Merci pour l'information,35
20_6,20,user_36,Utilisateur_62,2024-12-04 14:58:14,Des nouvelles sur la situation ?,89
20_7,20,user_47,Utilisateur_64,2024-12-04 15:23:14,Attention aux fausses informations,6
20_8,20,user_31,Utilisateur_92,2024-12-04 15:45:14,Courage à toutes les familles,56
20_9,20,user_7,Utilisateur_33,2024-12-04 15:16:14,Des photos de la zone impactée ?,20
20_10,20,user_34,Utilisateur_22,2024-12-04 15:15:14,On espère que tout va bien pour vous,3
20_11,20,user_37,Utilisateur_17,2024-12-04 14:54:14,Attention aux fausses informations,65
20_12,20,user_9,Utilisateur_41,2024-12-04 15:40:14,Où se trouve ce point d'eau ?,90
20_13,20,user_8,Utilisateur_83,2024-12-04 15:40:14,Où se trouve ce point d'eau ?,25
20_14,20,user_56,Utilisateur_29,2024-12-04 15:47:14,On a besoin d'aide ici aussi !,27
20_15,20,user_40,Utilisateur_25,2024-12-04 16:34:14,Où se trouve ce point d'eau ?,59
20_16,20,user_83,Utilisateur_92,2024-12-04 16:16:14,Merci pour l'information,28
20_17,20,user_83,Utilisateur_93,2024-12-04 16:14:14,Où se trouve ce point d'eau ?,91
20_18,20,user_69,Utilisateur_19,2024-12-04 15:38:14,On a besoin d'aide ici aussi !,23
20_19,20,user_5,Utilisateur_57,2024-12-04 16:14:14,Attention aux fausses informations,78
21_1,21,user_1,Utilisateur_20,2024-12-02 08:01:14,Courage à toutes les familles,39
21_2,21,user_22,Utilisateur_14,2024-12-02 07:46:14,On a besoin d'aide ici aussi !,64
21_3,21,user_42,Utilisateur_54,2024-12-02 06:50:14,On est tous avec vous !,19
21_4,21,user_65,Utilisateur_84,2024-12-02 07:26:14,Merci pour l'information,34
21_5,21,user_60,Utilisateur_17,2024-12-02 07:36:14,Des nouvelles sur la situation ?,97
22_1,22,user_95,Utilisateur_23,2024-12-16 05:50:14,Des photos de la zone impactée ?,32
22_2,22,user_26,Utilisateur_61,2024-12-16 06:15:14,Où se trouve ce point d'eau ?,69
22_3,22,user_45,Utilisateur_62,2024-12-16 04:18:14,On est tous avec vous !,49
22_4,22,user_20,Utilisateur_61,2024-12-16 05:30:14,On espère que tout va bien pour vous,96
22_5,22,user_26,Utilisateur_6,2024-12-16 05:43:14,Des nouvelles sur la situation ?,43
22_6,22,user_48,Utilisateur_39,2024-12-16 04:28:14,Merci pour l'information,28
22_7,22,user_54,Utilisateur_66,2024-12-16 06:06:14,Des nouvelles sur la situation ?,73
22_8,22,user_38,Utilisateur_69,2024-12-16 06:08:14,Attention aux fausses informations,13
23_1,23,user_36,Utilisateur_22,2024-11-25 12:43:14,Courage à toutes les familles,2
23_2,23,user_57,Utilisateur_83,2024-11-25 12:58:14,Merci pour votre soutien,56
23_3,23,user_71,Utilisateur_89,2024-11-25 12:20:14,On espère que tout va bien pour vous,3
23_4,23,user_38,Utilisateur_80,2024-11-25 13:41:14,Où se trouve ce point d'eau ?,27
23_5,23,user_80,Utilisateur_78,2024-11-25 13:50:14,Merci pour votre soutien,82
23_6,23,user_34,Utilisateur_90,2024-11-25 12:05:14,Des photos de la zone impactée ?,52
23_7,23,user_64,Utilisateur_48,2024-11-25 13:06:14,Des nouvelles sur la situation ?,100
23_8,23,user_48,Utilisateur_31,2024-11-25 13:06:14,Merci pour l'information,78
23_9,23,user_93,Utilisateur_61,2024-11-25 13:33:14,Où se trouve ce point d'eau ?,9
23_10,23,user_29,Utilisateur_5,2024-11-25 13:25:14,Des nouvelles sur la situation ?,8
23_11,23,user_17,Utilisateur_41,2024-11-25 12:04:14,On a besoin d'aide ici aussi !,44
23_12,23,user_49,Utilisateur_89,2024-11-25 12:10:14,Attention aux fausses informations,35
23_13,23,user_7,Utilisateur_8,2024-11-25 12:04:14,Merci pour l'information,52
23_14,23,user_10,Utilisateur_49,2024-11-25 12:39:14,Des nouvelles sur la situation ?,3
24_1,24,user_7,Utilisateur_74,2024-11-28 14:33:14,Attention aux fausses informations,44
24_2,24,user_65,Utilisateur_54,2024-11-28 14:41:14,On a besoin d'aide ici aussi !,87
24_3,24,user_80,Utilisateur_28,2024-11-28 14:33:14,Des photos de la zone impactée ?,64
24_4,24,user_13,Utilisateur_62,2024-11-28 14:11:14,On a besoin d'aide ici aussi !,82
24_5,24,user_53,Utilisateur_59,2024-11-28 15:12:14,Merci pour l'information,98
24_6,24,user_75,Utilisateur_98,2024-11-28 15:18:14,Merci pour votre soutien,65
24_7,24,user_85,Utilisateur_9,2024-11-28 15:36:14,Attention aux fausses informations,60
24_8,24,user_75,Utilisateur_17,2024-11-28 15:56:14,Merci pour l'information,5
24_9,24,user_96,Utilisateur_48,2024-11-28 15:50:14,Attention aux fausses informations,41
24_10,24,user_17,Utilisateur_47,2024-11-28 15:06:14,On espère que tout va bien pour vous,13
24_11,24,user_53,Utilisateur_88,2024-11-28 15:32:14,Des nouvelles sur la situation ?,9
24_12,24,user_92,Utilisateur_11,2024-11-28 14:19:14,Attention aux fausses informations,45
24_13,24,user_31,Utilisateur_51,2024-11-28 14:50:14,Merci pour votre soutien,53
25_1,25,user_64,Utilisateur_66,2024-12-13 17:43:14,Merci pour votre soutien,1
25_2,25,user_38,Utilisateur_54,2024-12-13 17:09:14,Merci pour l'information,32
25_3,25,user_76,Utilisateur_100,2024-12-13 18:23:14,On espère que tout va bien pour vous,74
25_4,25,user_94,Utilisateur_51,2024-12-13 17:35:14,Où se trouve ce point d'eau ?,66
25_5,25,user_83,Utilisateur_1,2024-12-13 18:20:14,Des photos de la zone impactée ?,94
25_6,25,user_59,Utilisateur_34,2024-12-13 18:23:14,Des photos de la zone impactée ?,80
25_7,25,user_80,Utilisateur_16,2024-12-13 18:05:14,On espère que tout va bien pour vous,9
25_8,25,user_97,Utilisateur_78,2024-12-13 17:08:14,Des photos de la zone impactée ?,20
25_9,25,user_8,Utilisateur_69,2024-12-13 17:37:14,Courage à toutes les familles,40
25_10,25,user_49,Utilisateur_82,2024-12-13 17:04:14,On a besoin d'aide ici aussi !,14
25_11,25,user_64,Utilisateur_84,2024-12-13 17:33:14,On espère que tout va bien pour vous,10
25_12,25,user_48,Utilisateur_2,2024-12-13 17:46:14,Merci pour l'information,10
26_1,26,user_64,Utilisateur_83,2024-12-15 14:34:14,Courage à toutes les familles,69
26_2,26,user_100,Utilisateur_78,2024-12-15 14:21:14,On espère que tout va bien pour vous,0
26_3,26,user_3,Utilisateur_8,2024-12-15 14:23:14,Des photos de la zone impactée ?,43
26_4,26,user_99,Utilisateur_73,2024-12-15 14:33:14,Des photos de la zone impactée ?,46
26_5,26,user_65,Utilisateur_64,2024-12-15 15:41:14,Merci pour votre soutien,62
26_6,26,user_81,Utilisateur_60,2024-12-15 15:53:14,On a besoin d'aide ici aussi !,56
26_7,26,user_71,Utilisateur_66,2024-12-15 16:12:14,On a besoin d'aide ici aussi !,84
26_8,26,user_65,Utilisateur_25,2024-12-15 15:03:14,Merci pour votre soutien,51
26_9,26,user_58,Utilisateur_32,2024-12-15 14:30:14,On espère que tout va bien pour vous,96
26_10,26,user_40,Utilisateur_5,2024-12-15 15:35:14,Merci pour l'information,7
26_11,26,user_6,Utilisateur_8,2024-12-15 14:48:14,Merci pour votre soutien,23
26_12,26,user_40,Utilisateur_4,2024-12-15 15:42:14,Où se trouve ce point d'eau ?,88
26_13,26,user_55,Utilisateur_49,2024-12-15 15:39:14,Des nouvelles sur la situation ?,43
27_1,27,user_92,Utilisateur_49,2024-11-25 14:00:14,Merci pour l'information,81
27_2,27,user_6,Utilisateur_82,2024-11-25 13:30:14,Courage à toutes les familles,21
28_1,28,user_60,Utilisateur_58,2024-12-05 08:59:14,On espère que tout va bien pour vous,84
28_2,28,user_40,Utilisateur_54,2024-12-05 08:08:14,On espère que tout va bien pour vous,92
28_3,28,user_2,Utilisateur_98,2024-12-05 07:14:14,On espère que tout va bien pour vous,98
28_4,28,user_90,Utilisateur_71,2024-12-05 08:31:14,Des nouvelles sur la situation ?,28
28_5,28,user_90,Utilisateur_66,2024-12-05 08:24:14,Merci pour votre soutien,38
28_6,28,user_63,Utilisateur_63,2024-12-05 08:24:14,Courage à toutes les familles,81
28_7,28,user_22,Utilisateur_18,2024-12-05 08:13:14,Où se trouve ce point d'eau ?,72
28_8,28,user_49,Utilisateur_74,2024-12-05 08:50:14,Merci pour l'information,9
28_9,28,user_15,Utilisateur_6,2024-12-05 08:26:14,On espère que tout va bien pour vous,45
28_10,28,user_54,Utilisateur_25,2024-12-05 07:11:14,Attention aux fausses informations,19
28_11,28,user_10,Utilisateur_43,2024-12-05 07:29:14,Courage à toutes les familles,87
28_12,28,user_36,Utilisateur_63,2024-12-05 08:42:14,Merci pour l'information,30
28_13,28,user_28,Utilisateur_9,2024-12-05 08:21:14,Attention aux fausses informations,94
28_14,28,user_100,Utilisateur_31,2024-12-05 08:20:14,Merci pour l'information,38
28_15,28,user_72,Utilisateur_71,2024-12-05 07:09:14,Attention aux fausses informations,55
28_16,28,user_31,Utilisateur_10,2024-12-05 07:46:14,On est tous avec vous !,44
28_17,28,user_69,Utilisateur_70,2024-12-05 07:24:14,On a besoin d'aide ici aussi !,4
28_18,28,user_80,Utilisateur_48,2024-12-05 07:28:14,On a besoin d'aide ici aussi !,32
28_19,28,user_77,Utilisateur_40,2024-12-05 07:56:14,Des nouvelles sur la situation ?,37
29_1,29,user_1,Utilisateur_19,2024-11-26 01:32:14,Où se trouve ce point d'eau ?,3
29_2,29,user_48,Utilisateur_11,2024-11-26 01:39:14,Attention aux fausses informations,88
29_3,29,user_20,Utilisateur_74,2024-11-26 01:37:14,Courage à toutes les familles,67
29_4,29,user_94,Utilisateur_4,2024-11-26 01:45:14,Où se trouve ce point d'eau ?,92
29_5,29,user_63,Utilisateur_98,2024-11-26 01:05:14,Merci pour l'information,55
29_6,29,user_7,Utilisateur_16,2024-11-26 00:57:14,Attention aux fausses informations,32
29_7,29,user_4,Utilisateur_48,2024-11-26 01:50:14,Courage à toutes les familles,16
29_8,29,user_27,Utilisateur_80,2024-11-26 01:48:14,On espère que tout va bien pour vous,71
29_9,29,user_94,Utilisateur_92,2024-11-26 00:06:14,Merci pour votre soutien,73
29_10,29,user_32,Utilisateur_62,2024-11-26 00:34:14,On espère que tout va bien pour vous,51
29_11,29,user_92,Utilisateur_96,2024-11-26 01:45:14,Merci pour votre soutien,47
29_12,29,user_72,Utilisateur_46,2024-11-26 00:42:14,On a besoin d'aide ici aussi !,32
29_13,29,user_90,Utilisateur_21,2024-11-26 01:00:14,On a besoin d'aide ici aussi !,52
29_14,29,user_46,Utilisateur_55,2024-11-26 00:29:14,Attention aux fausses informations,72
29_15,29,user_72,Utilisateur_97,2024-11-26 00:57:14,On a besoin d'aide ici aussi !,30
29_16,29,user_27,Utilisateur_82,2024-11-26 01:48:14,Où se trouve ce point d'eau ?,93
29_17,29,user_53,Utilisateur_70,2024-11-26 01:40:14,Merci pour votre soutien,31
29_18,29,user_42,Utilisateur_5,2024-11-26 01:30:14,Merci pour l'information,100
29_19,29,user_22,Utilisateur_9,2024-11-26 00:25:14,Attention aux fausses informations,30
29_20,29,user_18,Utilisateur_48,2024-11-26 02:00:14,Merci pour l'information,5
30_1,30,user_5,Utilisateur_74,2024-12-17 18:22:14,On espère que tout va bien pour vous,56
30_2,30,user_81,Utilisateur_89,2024-12-17 17:03:14,Des photos de la zone impactée ?,0
30_3,30,user_42,Utilisateur_51,2024-12-17 18:27:14,Attention aux fausses informations,22
31_1,31,user_33,Utilisateur_74,2024-11-26 07:56:14,Merci pour l'information,35
31_2,31,user_18,Utilisateur_10,2024-11-26 07:44:14,Des nouvelles sur la situation ?,43
31_3,31,user_15,Utilisateur_37,2024-11-26 09:08:14,On est tous avec vous !,34
31_4,31,user_60,Utilisateur_90,2024-11-26 09:26:14,Des photos de la zone impactée ?,83
31_5,31,user_78,Utilisateur_24,2024-11-26 08:27:14,Courage à toutes les familles,84
